Threshold: 0.10, Accuracy: 52.28%, Precision: 49.41%, Recall: 100.00%, F1 Score: 66.14%
Threshold: 0.77, Accuracy: 57.56%, Precision: 71.58%, Recall: 14.81%, F1 Score: 24.55%
Threshold: 0.78, Accuracy: 56.85%, Precision: 69.77%, Recall: 13.07%, F1 Score: 22.02%
Threshold: 0.79, Accuracy: 56.35%, Precision: 68.83%, Recall: 11.55%, F1 Score: 19.78%
Threshold: 0.80, Accuracy: 55.94%, Precision: 68.66%, Recall: 10.02%, F1 Score: 17.49%
Threshold: 0.81, Accuracy: 55.94%, Precision: 71.19%, Recall: 9.15%, F1 Score: 16.22%
Threshold: 0.82, Accuracy: 56.04%, Precision: 75.00%, Recall: 8.50%, F1 Score: 15.26%
Threshold: 0.83, Accuracy: 56.24%, Precision: 79.17%, Recall: 8.28%, F1 Score: 14.99%
Threshold: 0.84, Accuracy: 55.63%, Precision: 77.50%, Recall: 6.75%, F1 Score: 12.42%
Threshold: 0.85, Accuracy: 55.33%, Precision: 78.79%, Recall: 5.66%, F1 Score: 10.57%
Threshold: 0.86, Accuracy: 55.13%, Precision: 79.31%, Recall: 5.01%, F1 Score: 9.43%
Threshold: 0.87, Accuracy: 54.21%, Precision: 72.22%, Recall: 2.83%, F1 Score: 5.45%
Threshold: 0.88, Accuracy: 54.21%, Precision: 78.57%, Recall: 2.40%, F1 Score: 4.65%
Threshold: 0.89, Accuracy: 53.91%, Precision: 77.78%, Recall: 1.53%, F1 Score: 2.99%
Threshold: 0.90, Accuracy: 53.81%, Precision: 83.33%, Recall: 1.09%, F1 Score: 2.15%
Threshold: 0.91, Accuracy: 53.60%, Precision: 75.00%, Recall: 0.65%, F1 Score: 1.30%
Threshold: 0.92, Accuracy: 53.40%, Precision: 50.00%, Recall: 0.22%, F1 Score: 0.43%
Threshold: 0.93, Accuracy: 53.50%, Precision: 100.00%, Recall: 0.22%, F1 Score: 0.43%
Threshold: 0.94, Accuracy: 53.50%, Precision: 100.00%, Recall: 0.22%, F1 Score: 0.43%
Threshold: 0.95, Accuracy: 53.40%, Precision: 0.00%, Recall: 0.00%, F1 Score: 0.00%
Threshold: 0.96, Accuracy: 53.40%, Precision: 0.00%, Recall: 0.00%, F1 Score: 0.00%
Threshold: 0.97, Accuracy: 53.40%, Precision: 0.00%, Recall: 0.00%, F1 Score: 0.00%
Threshold: 0.98, Accuracy: 53.40%, Precision: 0.00%, Recall: 0.00%, F1 Score: 0.00%
Threshold: 0.99, Accuracy: 53.40%, Precision: 0.00%, Recall: 0.00%, F1 Score: 0.00%
